"","title","authors","abstract","categories","submitted","id","doi"
"11","Stochastic Schrödinger equation from an interaction with the
  environment","Z. Haba","  We consider a class of models describing a quantum oscillator in interaction
with an environment. We show that models of continuous spontaneous localization
based on a stochastic Schr\""odinger equation can be derived as an approximation
to purely deterministic Hamiltonian systems. We show an exponential decay of
off-diagonal matrix elements in the energy representation.
","quant-ph","1996-01-12 13:59:25","quant-ph/9601010v1","10.1007/BF02085754"
"12","Analog of Lie Algebra and Lie Group for Quantum Non-Hamiltonian Systems","Vasily E. Tarasov","  Quantum mechanics of Hamiltonian (non-dissipative) systems uses Lie algebra
and analytic group (Lie group). In order to describe non-Hamiltonian
(dissipative) systems in quantum theory we need to use non-Lie algebra and
analytic quasigroup (loop).
  The author derives that analog of Lie algebra for quantum non-Hamiltonian
systems is commutant Lie algebra and analog of Lie group for these systems is
analytic commutant associative loop (Valya loop). A commutant Lie algebra is an
algebra such that commutant (a subspace which is generated by all commutators)
is a Lie subalgebra. Valya loop is a non-associative loop such that the
commutant of this loop is associative subloop (group). We prove that a tangent
algebra of Valya loop is a commutant Lie algebra. It is shown that generalized
Heisenberg-Weyl algebra, suggested by the author to describe quantum
non-Hamiltonian (dissipative) systems, is a commutant Lie algebra. As the other
example of commutant Lie algebra, it is considered a generalized Poisson
algebra for differential 1-forms.
  Note that non-Hamiltonian (dissipative) quantum theory has a broad range of
application for non-critical strings in ""coupling constant"" phase space and
bosonic string in non-Riemannian (for example, affine-metric) curved space
which are non-Hamiltonian (dissipative) systems.
","hep-th|funct-an|math.FA|math.QA|q-alg|quant-ph","1996-01-12 17:29:46","hep-th/9601063v1",""
"13","Considerations on Localization of Macroscopic Bodies","B. Carazza|Diparimento di Fisica| Parma","  Position holds a very special role in understanding the classical behaviour
of macroscopic bodies on the basis of quantum principles. This lead us to
examine the localised states of a large condensed object in the context of a
realistic model. Following the argument that an isolated macroscopic body is
usually described by a linear superposition of low-lying energy eigenstates, it
has been found that localised states of this type correspond to a nearly
minimum-uncertainty state for the center of mass. An indication is also given
of the dependence of the center of mass position spread on the number of
constituent particles.
  This paper is not offered as an answer to the intriguing question of the
preferred role played by the position basis, but will hopefully provide some
contribution to the quantum modelling of multi-particle systems.
","quant-ph","1996-01-15 13:22:01","quant-ph/9601012v1","10.1007/BF02186211"
"14","Introducing spin to classical phase space","J. Leon|J. M. Martin","  The kinematic degrees of freedom of spinning particles are analyzed and an
explicit construction of the phase space and the simplectic structure that
accomodates them is presented. A Poincare invariant theory of classical
spinning particles that generalizes the work of Proca and Barut to arbitrary
spin is given using spinor variables. Second quantization is naturally
connected to the unphysical nature of zitterbewegung. Position variables can
not be disentangled from spin in a canonical way, nor can the phase space be
reduced to the usual description $(x,p)$ and a vector spin.
  Pacs: 03.20.+i, 03.65.Sq, 03.30.+p, 11.30.Cp
","quant-ph|hep-th","1996-01-15 14:06:27","quant-ph/9601011v1",""
"15","The semiclassical resonance spectrum of Hydrogen in a constant magnetic
  field","Gregor Tanner|Kai T. Hansen|Jorg Main","  We present the first purely semiclassical calculation of the resonance
spectrum in the Diamagnetic Kepler problem (DKP), a hydrogen atom in a constant
magnetic field with $L_z =0$. The classical system is unbound and completely
chaotic for a scaled energy $\epsilon \sim E B^{-2/3}$ larger than a critical
value $\epsilon_c >0$. The quantum mechanical resonances can in semiclassical
approximation be expressed as the zeros of the semiclassical zeta function, a
product over all the periodic orbits of the underlying classical dynamics.
Intermittency originating from the asymptotically separable limit of the
potential at large electron--nucleus distance causes divergences in the
periodic orbit formula. Using a regularisation technique introduced in [G.\
Tanner and D.\ Wintgen, Phys.~Rev.~Lett.~{\bf 75}, 2928 (1995)] together with a
modified cycle expansion, we calculate semiclassical resonances, both position
and width, which are in good agreement with quantum mechanical results obtained
by the method of complex rotation. The method also provides good estimates for
the bound state spectrum obtained here from the classical dynamics of a
scattering system. A quasi Einstein--Brillouin--Keller (QEBK) quantisation is
derived that allows for a description of the spectrum in terms of approximate
quantum numbers and yields the correct asymptotic behaviour of the
Rydberg--like series converging towards the different Landau thresholds.
","chao-dyn|atom-ph|nlin.CD|quant-ph","1996-01-15 14:32:20","chao-dyn/9601009v1","10.1088/0951-7715/9/6/015"
"16","Naive Realism about Operators","Martin Daumer|Detlef Dürr|Sheldon Goldstein|Nino Zanghì","  A source of much difficulty and confusion in the interpretation of quantum
mechanics is a ``naive realism about operators.'' By this we refer to various
ways of taking too seriously the notion of operator-as-observable, and in
particular to the all too casual talk about ``measuring operators'' that occurs
when the subject is quantum mechanics. Without a specification of what should
be meant by ``measuring'' a quantum observable, such an expression can have no
clear meaning. A definite specification is provided by Bohmian mechanics, a
theory that emerges from Sch\""rodinger's equation for a system of particles
when we merely insist that ``particles'' means particles. Bohmian mechanics
clarifies the status and the role of operators as observables in quantum
mechanics by providing the operational details absent from standard quantum
mechanics. It thereby allows us to readily dismiss all the radical claims
traditionally enveloping the transition from the classical to the quantum
realm---for example, that we must abandon classical logic or classical
probability. The moral is rather simple: Beware naive realism, especially about
operators!
","quant-ph","1996-01-15 23:09:13","quant-ph/9601013v1",""
"17","Manifestly Covariant Approach to Bargmann-Wigner Fields (I): Generalized
  scalar products and Wigner states","Marek Czachor","  Manifestly covariant formalism for Bargmann-Wigner fields is developed.
  It is shown that there exists some freedom in the choice of the form of the
Bargmann-Wigner scalar product: The general product depends implicitly on a
family of world-vectors. The standard choice of the product corresponds to
timelike and equal vectors which define a ``time"" direction. The generalized
form shows that formulas are simpler if one chooses {\it null\/} directions.
This freedom is used to derive simple covariant formulas for momentum-space
wave functions (generalized Wigner states) corresponding to arbitrary mass and
spin and using eigenstates of the Pauli-Lubanski vector. The eigenstates which
make formulas the simplest correspond to projections of the Pauli-Lubanski
vector on {\it null\/} directions. The new formulation is an alternative to the
standard helicity formalism.
","quant-ph|gr-qc|hep-th","1996-01-16 09:23:27","quant-ph/9601014v2",""
"18","Nambu-Type Generalization of the Dirac Equation","Marek Czachor","  Nonlinear generalization of the Dirac equation extending the standard
paradigm of nonlinear Hamiltonians is discussed. ``Faster-than-light
telegraphs"" are absent for all theories formulated within the new framework. A
new metric for infinite dimensional Lie algebras associated with Lie-Poisson
dynamics is introduced.
","quant-ph|hep-th","1996-01-16 09:26:55","quant-ph/9601015v1","10.1016/S0375-9601(96)00869-9"
"19","Comment on ""Why quantum mechanics cannot be formulated as a Markov
  process""","Piotr Garbaczewski|Robert Olkiewicz","  In the paper with the above title, D. T. Gillespie [Phys. Rev. A 49, 1607,
(1994)] claims that the theory of Markov stochastic processes cannot provide an
adequate mathematical framework for quantum mechanics. In conjunction with the
specific quantum dynamics considered there, we give a general analysis of the
associated dichotomic jump processes. If we assume that Gillespie's
""measurement probabilities"" \it are \rm the transition probabilities of a
stochastic process, then the process must have an invariant (time independent)
probability measure. Alternatively, if we demand the probability measure of the
process to follow the quantally implemented (via the Born statistical
postulate) evolution, then we arrive at the jump process which \it can \rm be
interpreted as a Markov process if restricted to a suitable duration time.
However, there is no corresponding Markov process consistent with the $Z_2$
event space assumption, if we require its existence for all times $t\in R_+$.
","quant-ph","1996-01-16 12:23:45","quant-ph/9601016v1","10.1103/PhysRevA.54.1733"
"20","Chaotic properties of quantum many-body systems in the thermodynamic
  limit","Giovanni Jona-Lasinio|Carlo Presilla","  By using numerical simulations, we investigate the dynamics of a quantum
system of interacting bosons. We find an increase of properly defined mixing
properties when the number of particles increases at constant density or the
interaction strength drives the system away from integrability. A
correspondence with the dynamical chaoticity of an associated $c$-number system
is then used to infer properties of the quantum system in the thermodynamic
limit.
","cond-mat|chao-dyn|nlin.CD|quant-ph","1996-01-16 17:54:14","cond-mat/9601056v2","10.1103/PhysRevLett.77.4322"
"21","An Evolutionary Picture for Quantum Physics","Rudolf Haag","  In the orthodox language of Quantum Mechanics the observer occupies a central
position and the only ""real events"" are the measuring results. We argue here
that this narrow view is not forced upon us by the lessons of Quantum Physics.
An alternative language, closer to the intuitive picture of the working
physicist in many areas, is not only possible but warranted. It needs, however,
a different conceptual picture ultimately implying also a different
mathematical structure. Only a rudimentary outline of this picture will be
attempted here. The importance of idealizations, unavoidable in any scheme, is
emphasized. A brief discussion of the EPR-phenomenon is added.
","quant-ph","1996-01-16 18:09:59","quant-ph/9601017v1","10.1007/BF02099630"
"22","Wave Chaos in Quantum Billiards with Small but Finite-Size Scatterer","T. Shigehara|Taksu Cheon","  We study the low energy quantum spectra of two-dimensional rectangular
billiards with a small but finite-size scatterer inside. We start by examining
the spectral properties of billiards with a single pointlike scatterer. The
problem is formulated in terms of self-adjoint extension theory of functional
analysis. The condition for the appearance of so-called wave chaos is
clarified. We then relate the pointlike scatterer to a finite-size scatterer
through the appropriate truncation of basis. We show that the signature of wave
chaos in low energy states is most prominent when the scatterer is weakly
attractive. As an illustration, numerical results of a rectangular billiard
with a small rectangular scatterer inside are exhibited.
","chao-dyn|hep-th|nlin.CD|nucl-th|quant-ph","1996-01-17 03:15:47","chao-dyn/9601010v1","10.1103/PhysRevE.54.1321"
"23","Approximate Quantum Fourier Transform and Decoherence","Adriano Barenco|Artur Ekert|Kalle-Antti Suominen|Päivi Törmä","  We discuss the advantages of using the approximate quantum Fourier transform
(AQFT) in algorithms which involve periodicity estimations. We analyse quantum
networks performing AQFT in the presence of decoherence and show that extensive
approximations can be made before the accuracy of AQFT (as compared with
regular quantum Fourier transform) is compromised. We show that for some
computations an approximation may imply a better performance.
","quant-ph","1996-01-21 18:39:47","quant-ph/9601018v1","10.1103/PhysRevA.54.139"
"24","Darboux-Witten techniques for the Demkov-Ostrovsky problem","H. C. Rosu","  The bosonic strictly isospectral problem for Demkov-Ostrovsky (DO) effective
potentials in the radially nodeless sector is first solved in the
supersymmetric Darboux-Witten (DW) half line (or l-changing) procedure. As an
application, for the \kappa =1 class, if one goes back to optics examples, it
might be possible to think of a one-parameter family of Maxwell lenses having
the same optical scattering properties in the nodeless radial sector. Although
the relative changes in the index of refraction that one may introduce in this
way are at the level of several percents, at most, for all DO orbital quantum
numbers l\geq 0, the index profiles are different from the original Maxwell
one, possessing an inflection point within the lens. I pass then to the DW full
line (or N-changing) procedure, obtaining the corresponding Morse-type problem
for which the supersymmetric results are well established, and finally come
back to the half line with well-defined results
","quant-ph","1996-01-23 04:38:00","quant-ph/9601019v6","10.1103/PhysRevA.54.2571"
"25","Bound states in a locally deformed waveguide: the critical case","P. Exner|S. A. Vugalter","  We consider the Dirichlet Laplacian for a strip in $\,\R^2$ with one straight
boundary and a width $\,a(1+\lambda f(x))\,$, where $\,f\,$ is a smooth
function of a compact support with a length $\,2b\,$. We show that in the
critical case, $\,\int_{-b}^b f(x)\, dx=0\,$, the operator has no bound states
for small $\,|\lambda|\,$ if $\,b<(\sqrt{3}/4)a\,$. On the other hand, a weakly
bound state exists provided $\,\|f'\|< 1.56 a^{-1}\|f\|\,$; in that case there
are positive $\,c_1, c_2\,$ such that the corresponding eigenvalue satisfies
$\,-c_1\lambda^4\le \epsilon(\lambda)- (\pi/a)^2 \le -c_2\lambda^4\,$ for all
$\,|\lambda|\,$ sufficiently small.
","funct-an|cond-mat|math-ph|math.FA|math.MP|quant-ph","1996-01-23 09:30:19","funct-an/9601002v1",""
"26","Distinguishability and Accessible Information in Quantum Theory","Christopher A. Fuchs","  This document focuses on translating various information-theoretic measures
of distinguishability for probability distributions into measures of distin-
guishability for quantum states. These measures should have important appli-
cations in quantum cryptography and quantum computation theory. The results
reported include the following. An exact expression for the quantum fidelity
between two mixed states is derived. The optimal measurement that gives rise to
it is studied in detail. Several upper and lower bounds on the quantum mutual
information are derived via similar techniques and compared to each other. Of
note is a simple derivation of the important upper bound first proved by Holevo
and an explicit expression for another (tighter) upper bound that appears
implicitly in the same derivation. Several upper and lower bounds to the quan-
tum Kullback relative information are derived. The measures developed are also
applied to ferreting out the extent to which quantum systems must be disturbed
by information gathering measurements. This is tackled in two ways. The first
is in setting up a general formalism for describing the tradeoff between
inference and disturbance. The main point of this is that it gives a way of
expressing the problem so that it appears as algebraic as that of the problem
of finding quantum distinguishability measures. The second result on this theme
is a theorem that prohibits ""broadcasting"" an unknown (mixed) quantum state.
That is to say, there is no way to replicate an unknown quantum state onto two
separate quantum systems when each system is considered without regard to the
other. This includes the possibility of correlation or quantum entanglement
between the systems. This result is a significant extension and generalization
of the standard ""no-cloning"" theorem for pure states.
","quant-ph","1996-01-23 17:41:21","quant-ph/9601020v1",""
"27","Factoring in a Dissipative Quantum Computer","Cesar Miquel|Juan Pablo Paz|Roberto Perazzo","  We describe an array of quantum gates implementing Shor's algorithm for prime
factorization in a quantum computer. The array includes a circuit for modular
exponentiation with several subcomponents (such as controlled multipliers,
adders, etc) which are described in terms of elementary Toffoli gates. We
present a simple analysis of the impact of losses and decoherence on the
performance of this quantum factoring circuit. For that purpose, we simulate a
quantum computer which is running the program to factor N = 15 while
interacting with a dissipative environment. As a consequence of this
interaction randomly selected qubits may spontaneously decay. Using the results
of our numerical simulations we analyze the efficiency of some simple error
correction techniques.
","quant-ph","1996-01-23 23:05:36","quant-ph/9601021v1","10.1103/PhysRevA.54.2605"
"28","Impulsive quantum measurements: restricted path integral versus von
  Neumann collapse","Tommaso Calarco","  The relation between the restricted path integral approach to quantum
measurement theory and the commonly accepted von Neumann wavefunction collapse
postulate is presented. It is argued that in the limit of impulsive
measurements the two approaches lead to the same predictions. The example of
repeated impulsive quantum measurements of position performed on a harmonic
oscillator is discussed in detail and the quantum nondemolition strategies are
recovered in both the approaches.
","quant-ph","1996-01-24 07:15:56","quant-ph/9601022v1","10.1007/BF02849843"
"29","Correlated states and Schrödinger cats","V. I. Manko","  The Schr\""odinger cat male and female states are discussed. The Wigner and
Q--functions of generalized correlated light are given. Linear transformator of
photon statistics is reviewed.
","quant-ph","1996-01-24 11:05:13","quant-ph/9601023v1",""
"30","Interaction time of a wave packet interact with a potential barrier","Andrea Begliuomini|Luciano Bracci","  We study the evolution of a wave packet impinging onto a one dimensional
potential barrier. The transmission and reflection times discussed in the
literature for stationary states do not correspond to the times required for
the emergence of a transmitted or a reflected packet. We propose new
definitions for the interaction (dwell) time and the transmission and
reflection times which are suitable for packets and fit better the actual time
evolution of the packet.
","quant-ph","1996-01-24 17:32:51","quant-ph/9601024v5",""
"31","Quantum information: How much information in a state vector?","Carlton M. Caves|Christopher A. Fuchs","  Quantum information refers to the distinctive information-processing
properties of quantum systems, which arise when information is stored in or
retrieved from nonorthogonal quantum states. More information is required to
prepare an ensemble of nonorthogonal quantum states than can be recovered from
the ensemble by measurements. Nonorthogonal quantum states cannot be
distinguished reliably, cannot be copied or cloned, and do not lead to exact
predictions for the results of measurements. These properties contrast sharply
with those of information stored in the microstates of a classical system.
","quant-ph","1996-01-25 04:21:01","quant-ph/9601025v1",""
"32","Isospectral Hamiltonians and $W_{1+\infty}$ algebra","N. Aizawa|H. -T. Sato","  We discuss a spectrum generating algebra in the supersymmetric quantum
mechanical system which is defined as a series of solutions to a specific
differential equation. All Hamiltonians have equally spaced eigenvalues, and we
realize both positive and negative mode generators of a subalgebra of
$W_{1+\infty}$ without use of negative power of raising/lowering operators of
the system. All features in the supersymmetric case are generalized to the
parasupersymmetric systems of order 2.
","quant-ph","1996-01-26 09:59:04","quant-ph/9601026v2","10.1143/PTP.98.707"
"33","Light scattering off cold, trapped bosons","H. David Politzer","  The computer code on which this paper relied contained an error. When
corrected, the Monte Carlo evaluation of the ground state occupation is
consistent with the conventional grand canonical calculation. Hence, the
original version of this paper has been withdrawn.
","quant-ph","1996-01-29 00:45:21","quant-ph/9601027v2",""
"34","Ideal Bose gas limit of trapped atoms","H. David Politzer","  The computer code on which this paper relied contained an error. When
corrected, the Monte Carlo evaluation of the ground state occupation is
consistent with the conventional grand canonical calculation. Hence, the
original version of this paper has been withdrawn.
","quant-ph","1996-01-29 01:00:10","quant-ph/9601028v2",""
"35","Multiple Particle Interference and Quantum Error Correction","Andrew Steane","  The concept of multiple particle interference is discussed, using insights
provided by the classical theory of error correcting codes. This leads to a
discussion of error correction in a quantum communication channel or a quantum
computer. Methods of error correction in the quantum regime are presented, and
their limitations assessed. A quantum channel can recover from arbitrary
decoherence of x qubits if K bits of quantum information are encoded using n
quantum bits, where K/n can be greater than 1-2 H(2x/n), but must be less than
1 - 2 H(x/n). This implies exponential reduction of decoherence with only a
polynomial increase in the computing resources required. Therefore quantum
computation can be made free of errors in the presence of physically realistic
levels of decoherence. The methods also allow isolation of quantum
communication from noise and evesdropping (quantum privacy amplification).
","quant-ph","1996-01-29 18:05:15","quant-ph/9601029v3","10.1098/rspa.1996.0136"
"36","Scientific Knowledge from the Perspective of Quantum Cosmology","James B. Hartle","  Existing physical theories do not predict every feature of our experience but
only certain regularities of that experience. That difference between what
could be observed and what can be predicted is one kind of limit on scientific
knowledge. Such limits are inevitable if the world is complex and the laws
governing the regularities of that world are simple. Another kind of limit on
scientific knowledge arises because even simple theories may require
intractable or impossible computations to yield specific predictions. A third
kind of limit concerns our ability to know theories through the process of
induction and test. Quantum cosmology -- that part of science concerned with
the quantum origin of the universe and its subsequent evolution -- displays all
three kinds of limits. This paper briefly describes quantum cosmology and
discusses these limits. The place of the other sciences in this most
comprehensive of physical frameworks is described.
","gr-qc|hep-th|quant-ph","1996-01-29 23:01:01","gr-qc/9601046v1",""
"37","Universal Superpositions of Coherent States and Self-Similar Potentials","V. Spiridonov","  A variety of coherent states of the harmonic oscillator is considered. It is
formed by a particular superposition of canonical coherent states. In the
simplest case, these superpositions are eigenfunctions of the annihilation
operator $A=P(d/dx+x)/\sqrt2$, where $P$ is the parity operator. Such $A$
arises naturally in the $q\to -1$ limit for a symmetry operator of a specific
self-similar potential obeying the $q$-Weyl algebra, $AA^\dagger-q^2A^\dagger
A=1$. Coherent states for this and other reflectionless potentials whose
discrete spectra consist of $N$ geometric series are analyzed. In the harmonic
oscillator limit the surviving part of these states takes the form of
orthonormal superpositions of $N$ canonical coherent states
$|\epsilon^k\alpha\rangle$, $k=0, 1, \dots, N-1$, where $\epsilon$ is a
primitive $N$th root of unity, $\epsilon^N=1$. A class of $q$-coherent states
related to the bilateral $q$-hypergeometric series and Ramanujan type integrals
is described. It includes a curious set of coherent states of the free
nonrelativistic particle which is interpreted as a $q$-algebraic system without
discrete spectrum. A special degenerate form of the symmetry algebras of
self-similar potentials is found to provide a natural $q$-analog of the Floquet
theory. Some properties of the factorization method, which is used throughout
the paper, are discussed from the differential Galois theory point of view.
","quant-ph|cond-mat|hep-th|math.QA|nlin.SI|q-alg|solv-int","1996-01-30 17:09:09","quant-ph/9601030v1","10.1103/PhysRevA.52.1909"
"38","Hypercomplex quantum mechanics","L. P. Horwitz","  The fundamental axioms of the quantum theory do not explicitly identify the
algebraic structure of the linear space for which orthogonal subspaces
correspond to the propositions (equivalence classes of physical questions). The
projective geometry of the weakly modular orthocomplemented lattice of
propositions may be imbedded in a complex Hilbert space; this is the structure
which has traditionally been used. This paper reviews some work which has been
devoted to generalizing the target space of this imbedding to Hilbert modules
of a more general type. In particular, detailed discussion is given of the
simplest generalization of the complex Hilbert space, that of the quaternion
Hilbert module.
","quant-ph","1996-02-01 19:06:44","quant-ph/9602001v1","10.1007/BF02058638"
"39","Ergodic Properties of Infinite Harmonic Crystals: an Analytic Approach","S. Graffi|A. Martinez","  We give through pseudodifferential operator calculus a proof that the quantum
dynamics of a class of infinite harmonic crystals becomes ergodic and mixing
with respect to the quantum Gibbs measure if the classical infinite dynamics is
respectively ergodic and mixing with respect to the classical infinite Gibbs
measure. The classical ergodicity and mixing properties are recovered as
$\hbar\to 0$, and the infinitely many particles limits of the quantum Gibbs
averages are proved to be the averages over a classical infinite Gibbs measure
of the symbols generating the quantum observables under Weyl quantization.
","chao-dyn|cond-mat|nlin.CD|quant-ph","1996-02-02 15:15:38","chao-dyn/9602003v1","10.1063/1.531741"
"40","Method for Detecting Berry's Phase in a Modified Paul Trap","Jong-Chan Park|Jeong-Young Ji|Kwang-Sup Soh","  We modify the time-dependent electric potential of the Paul trap from a
sinusoidal waveform to a square waveform. The exact quantum motion and the
Berry's phase of an electron in the modified Paul trap are found in an
analytically closed form. We consider a scheme to detect the Berry's phase by a
Bohm-Aharonov-type interference experiment and point out a critical property
which renders it practicable.
","quant-ph|hep-th","1996-02-02 19:59:08","quant-ph/9602002v2",""
"41","Small Denominators, Frequency Operators, and Lie Transforms for
  Nearly-Integrable Quantum Spin Systems","Thomas Gramespacher|Stefan Weigert","  Based on the previously proposed notions of action operators and of quantum
integrability, frequency operators are introduced in a fully quantum-mechanical
setting. They are conceptually useful because a new formulation can be given to
unitary perturbation theory. When worked out for quantum spin systems, this
variant is found to be formally equivalent to canonical perturbation theory
applied to nearly-integrable systems consisting of classical spins. In
particular, it becomes possible to locate the quantum-mechanical
operator-valued equivalent of the frequency denominators which may cause
divergence of the classical perturbation series. The results established here
link the concept of quantum-mechanical integrability to a technical question,
namely the behaviour of specific perturbation series.
","chao-dyn|nlin.CD|quant-ph","1996-02-05 13:06:06","chao-dyn/9602007v1","10.1103/PhysRevA.53.2971"
"42","Factorization, ladder operators and isospectral structures","A. Pérez-Lorenzana","  Using the modified factorization method employed by Mielnik for the harmonic
oscillator, we show that isospectral structures associated with a second order
operator $H$, can always be constructed whenever $H$ could be factored, or
exist ladder operators for its eigenfunctions. Three examples are shown, and
properties like completeness and integrability are discused for the general
case.
","quant-ph","1996-02-06 18:23:27","quant-ph/9602003v1",""
"43","QED in Optically Active Media: Enhanced Spontaneous Emission and Chiral
  Yet Parity Conserving Corrections to the Electron Mass","Karl-Peter Marzlin","  The electromagnetic field inside an isotropic optically active medium is
quantized on the base of Fedorov's model for optical activity. The modified
photon propagator is derived. Using this result it is shown that the QED
correction to the electron mass contains chiral terms which nevertheless are
parity invariant. The spontaneous emission rate of a two-level atom is shown to
increase in the medium. The spontaneously emitted radiation is partially
polarized.
","hep-ph|atom-ph|hep-th|quant-ph","1996-02-07 08:25:27","hep-ph/9602254v1","10.1103/PhysRevA.53.2074"
