"","title","authors","abstract","categories","submitted","id","doi"
"14","Dynamics of entanglement in Two-Qubit Open System Interacting with a
  Squeezed Thermal Bath via Dissipative interaction","Subhashish Banerjee|V. Ravishankar|R. Srikanth","  We study the dynamics of entanglement in a two-qubit system interacting with
a squeezed thermal bath via a dissipative system-reservoir interaction with the
system and reservoir assumed to be in a separable initial state. The resulting
entanglement is studied by making use of a recently introduced measure of mixed
state entanglement via a probability density function which gives a statistical
and geometrical characterization of entanglement by exploring the entanglement
content in the various subspaces spanning the two-qubit Hilbert space. We also
make an application of the two-qubit dissipative dynamics to a simplified model
of quantum repeaters.
","quant-ph|cond-mat.stat-mech","2009-01-04 22:05:14","0901.0404v1","10.1016/j.aop.2010.01.003"
"15","A short remark on negative energy densities and quantum inequalities","Dan Solomon","  In quantum field theory it is generally known that the energy density may be
negative at a given point in spacetime. A number of papers have shown that
there is a restriction on this energy density which is called a quantum
inequality (QI). A QI is the lower bound to the ""weighted average"" of the
energy density at a given point integrated over a time dependent sampling
function. In this paper we give an example of a sampling function for which
there is no QI.
","quant-ph","2009-01-05 03:40:24","0901.0417v2",""
"16","Proposal for measuring the quantum states of neutrons in the
  gravitational field with a CCD-based pixel sensor","T. Sanuki|S. Komamiya|S. Kawasaki|S. Sonoda","  An experimental setup is proposed for the precise measurement of the quantum
states of ultracold neutrons bound in the earth's gravitational field. The
experiment utilizes a CCD-based pixel sensor and magnification system to
observe the fine structure of the neutron distribution. In this work, we
analyzed the sensor's deposited energy measurement capability and found that
its spatial resolution was 5.3 um. A magnifying power of two orders of
magnitude was realized by using a cylindrical rod as a convex mirror.
","physics.ins-det|nucl-ex|quant-ph","2009-01-05 04:01:48","0901.0418v1","10.1016/j.nima.2008.12.187"
"17","Quantum models of classical mechanics: maximum entropy packets","P. Hajicek","  In a previous paper, a project of constructing quantum models of classical
properties has been started. The present paper concludes the project by turning
to classical mechanics. The quantum states that maximize entropy for given
averages and variances of coordinates and momenta are called ME packets. They
generalize the Gaussian wave packets. A non-trivial extension of the
partition-function method of probability calculus to quantum mechanics is
given. Non-commutativity of quantum variables limits its usefulness. Still, the
general form of the state operators of ME packets is obtained with its help.
The diagonal representation of the operators is found. A general way of
calculating averages that can replace the partition function method is
described. Classical mechanics is reinterpreted as a statistical theory.
Classical trajectories are replaced by classical ME packets. Quantum states
approximate classical ones if the product of the coordinate and momentum
variances is much larger than Planck constant. Thus, ME packets with large
variances follow their classical counterparts better than Gaussian wave
packets.
","quant-ph","2009-01-05 08:49:53","0901.0436v3","10.1007/s10701-009-9318-5"
"18","Coherence and control of quantum registers based on electronic spin in a
  nuclear spin bath","P. Cappellaro|L. Jiang|J. S. Hodges|M. D. Lukin","  We consider a protocol for the control of few-qubit registers comprising one
electronic spin embedded in a nuclear spin bath. We show how to isolate a few
proximal nuclear spins from the rest of the environment and use them as
building blocks for a potentially scalable quantum information processor. We
describe how coherent control techniques based on magnetic resonance methods
can be adapted to these electronic-nuclear solid state spin systems, to provide
not only efficient, high fidelity manipulation of the registers, but also
decoupling from the spin bath. As an example, we analyze feasible performances
and practical limitations in a realistic setting associated with
nitrogen-vacancy centers in diamond.
","quant-ph","2009-01-05 09:07:17","0901.0444v1","10.1103/PhysRevLett.102.210502"
"19","Operators for the Aharonov-Anandan and Samuel-Bhandari Phases","P. -L. Giscard","  We construct an operator for the Aharonov-Anandan phase for time independent
Hamiltonians. This operator is shown to generate the motion of cyclic quantum
systems through an equation of evolution involving only geometric quantities,
i.e. the distance between quantum states, the geometric phase and the total
length of evolution. From this equation, we derive an operator for the Samuel
and Bhandari phase (SB-phase) for non cyclic evolutions. Finally we show how
the SB-phase can be used to construct an operator corresponding to a quantum
clock which commutator with the Hamiltonian has a canonical expectation value.
","quant-ph","2009-01-05 12:31:52","0901.0333v4",""
"20","On the Salecker-Wigner-Peres clock and double barrier tunneling","Marcos Calçada|José T. Lunardi|Luiz A. Manzoni","  In this work we revisit the Salecker-Wigner-Peres clock formalism and show
that it can be directly applied to the phenomenon of tunneling. Then we apply
this formalism to the determination of the tunneling time of a non relativistic
wavepacket, sharply concentrated around a tunneling energy, incident on a
symmetric double barrier potential. In order to deepen the discussion about the
generalized Hartmann effect, we consider the case in which the clock runs only
when the particle can be found inside the region \emph{between} the barriers
and show that, whenever the probability to find the particle in this region is
non negligible, the corresponding time (which in this case turns out to be a
dwell time) increases with the barrier spacing.
","quant-ph","2009-01-05 16:19:40","0901.0508v1","10.1103/PhysRevA.79.012110"
"21","Towards a monolithic optical cavity for atom detection and manipulation","Sébastien Gleyzes|Abdelkrim El Amili|Ronald Cornelussen|Philippe Lalanne|Christoph I Westbrook|Alain Aspect|Jérôme Estève|Gauthier Moreau|Antony Martinez|Xavier Lafosse|Laurence Ferlazzo|Jean-Christophe Harmand|Dominique Mailly|Abderrahim Ramdane","  We study a Fabry-Perot cavity formed from a ridge waveguide on a AlGaAs
substrate. We experimentally determined the propagation losses in the waveguide
at 780 nm, the wavelength of Rb atoms. We have also made a numerical and
analytical estimate of the losses induced by the presence of the gap which
would allow the interaction of cold atoms with the cavity field. We found that
the intrinsic finesse of the gapped cavity can be on the order of F ~ 30,
which, when one takes into account the losses due to mirror transmission,
corresponds to a cooperativity parameter for our system C ~ 1.
","quant-ph","2009-01-05 16:29:33","0901.0513v2","10.1140/epjd/e2009-00093-9"
"22","Derivation of sensitivity of a Geiger mode APDs detector from a given
  efficiency for QKD experiments","Kiyotaka Hammura|David Williams","  The detection sensitivity (DS) of the commercial single-photon-receiver based
on InGaAs gate-mode avalanche photodiode is estimated. Instalment of a
digital-blanking-system (DBS) to reduce dark current makes the difference
between DS, which is an efficiency of the detector during its open-gate/active
state, and the total/overall detection efficiency (DE). By numerical
simulations, it is found that the average number of light-pulses, blanked by
DBS, following a registered pulse is 0.333. DS is estimated at 0.216, which can
be used for estimating DE for an arbitrary photon arriving rate and a gating
frequency of the receiver.
","quant-ph","2009-01-05 17:14:00","0901.0525v1","10.1088/1464-4258/11/5/054003"
"23","High fidelity transport of trapped-ion qubits through an X-junction trap
  array","R. B. Blakestad|C. Ospelkaus|A. P. VanDevender|J. M. Amini|J. Britton|D. Leibfried|D. J. Wineland","  We report reliable transport of 9Be+ ions through a 2-D trap array that
includes a separate loading/reservoir zone and an ""X-junction"". During
transport the ion's kinetic energy in its local well increases by only a few
motional quanta and internal-state coherences are preserved. We also examine
two sources of energy gain during transport: a particular radio-frequency (RF)
noise heating mechanism and digital sampling noise. Such studies are important
to achieve scaling in a trapped-ion quantum information processor.
","quant-ph","2009-01-05 18:14:30","0901.0533v2","10.1103/PhysRevLett.102.153002"
"24","Simple pulses for elimination of leakage in weakly nonlinear qubits","F. Motzoi|J. M. Gambetta|P. Rebentrost|F. K. Wilhelm","  In realizations of quantum computing, a two-level system (qubit) is often
singled out of the many levels of an anharmonic oscillator. In these cases,
simple qubit control fails on short time scales because of coupling to leakage
levels. We provide an easy to implement analytic formula that inhibits this
leakage from any single-control analog or pixelated pulse. It is based on
adding a second control that is proportional to the time-derivative of the
first. For realistic parameters of superconducting qubits, this strategy
reduces the error by an order of magnitude relative to the state of the art,
all based on smooth and feasible pulse shapes. These results show that even
weak anharmonicity is sufficient and in general not a limiting factor for
implementing quantum gates.
","cond-mat.mes-hall|cond-mat.supr-con|quant-ph","2009-01-05 18:37:39","0901.0534v3","10.1103/PhysRevLett.103.110501"
"25","Large Scale Quantum Computation in an Anharmonic Linear Ion Trap","G. -D. Lin|S. -L. Zhu|R. Islam|K. Kim|M. -S. Chang|S. Korenblit|C. Monroe|L. -M. Duan","  We propose a large-scale quantum computer architecture by stabilizing a
single large linear ion chain in a very simple trap geometry. By confining ions
in an anharmonic linear trap with nearly uniform spacing between ions, we show
that high-fidelity quantum gates can be realized in large linear ion crystals
under the Doppler temperature based on coupling to a near-continuum of
transverse motional modes with simple shaped laser pulses.
","quant-ph","2009-01-05 23:05:46","0901.0579v2","10.1209/0295-5075/86/60004"
"26","Proof-of-Concept of Real-World Quantum Key Distribution with Quantum
  Frames","Itzel Lucio Martinez|Philip Chan|Xiaofan Mo|Steve Hosier|Wolfgang Tittel","  We propose and experimentally investigate a fibre-based quantum key
distribution system, which employs polarization qubits encoded into faint laser
pulses. As a novel feature, it allows sending of classical framing information
via sequences of strong laser pulses that precede the quantum data. This allows
synchronization, sender and receiver identification, and compensation of
time-varying birefringence in the communication channel. In addition, this
method also provides a platform to communicate implementation specific
information such as encoding and protocol in view of future optical quantum
networks. Furthermore, we report on our current effort to develop high-rate
error correction.
","quant-ph","2009-01-06 09:28:01","0901.0612v2","10.1088/1367-2630/11/9/095001"
"27","Local-field corrected van der Waals potentials in magnetodielectric
  multilayer systems","Agnes Sambale|Dirk-Gunnar Welsch|Ho Trung Dung|Stefan Yoshi Buhmann","  Within the framework of macroscopic quantum electrodynamics in linear, causal
media, we study the van der Waals potentials of ground-state atoms in planar
magnetodielectric host media. Our investigation extends earlier ones in two
aspects: It allows for the atom to be embedded in a medium, thus covers many
more realistic systems; and it takes account of the local-field correction.
Two- and three-layer configurations are treated in detail both analytically and
numerically. It is shown that an interplay of electric and magnetic properties
in neighbouring media may give rise to potential wells or walls. Local-field
corrections as high as 80% are found. By calculating the full potential
including the translationally invariant and variant parts, we propose a way to
estimate the (finite) value of the dispersion potential at the surface between
two media. Connection with earlier work intended for biological applications is
established.
","quant-ph","2009-01-06 12:00:41","0901.0634v1","10.1103/PhysRevA.79.022903"
"28","Any l-state improved quasi-exact analytical solutions of the spatially
  dependent mass Klein-Gordon equation for the scalar and vector Hulthen
  potentials","Sameer M. Ikhdair|Ramazan Sever","  We present a new approximation scheme for the centrifugal term to obtain a
quasi-exact analytical bound state solutions within the framework of the
position-dependent effective mass radial Klein-Gordon equation with the scalar
and vector Hulth\'{e}n potentials in any arbitrary $D$ dimension and orbital
angular momentum quantum numbers $l.$ The Nikiforov-Uvarov (NU) method is used
in the calculations. The relativistic real energy levels and corresponding
eigenfunctions for the bound states with different screening parameters have
been given in a closed form. It is found that the solutions in the case of
constant mass and in the case of s-wave ($l=0$) are identical with the ones
obtained in literature.
","quant-ph","2009-01-06 12:01:18","0901.0635v1","10.1088/0031-8949/79/03/035002"
"29","Low-loss negative refraction by laser induced magneto-electric
  cross-coupling","Jürgen Kästel|Michael Fleischhauer|Susanne F. Yelin|Ronald L. Walsworth","  We discuss the feasibility of negative refraction with reduced absorption in
coherently driven atomic media. Coherent coupling of an electric and a magnetic
dipole transition by laser fields induces magneto-electric cross-coupling and
negative refraction at dipole densities which are considerably smaller than
necessary to achieve a negative permeability. At the same time the absorption
gets minimized due to destructive quantum interference and the ratio of
negative refraction index to absorption becomes orders of magnitude larger than
in systems without coherent cross-coupling. The proposed scheme allows for a
fine-tuning of the refractive index. We derive a generalized expression for the
impedance of a medium with magneto-electric cross coupling and show that
impedance matching to vacuum can easily be achieved. Finally we discuss the
tensorial properties of the medium response and derive expressions for the
dependence of the refractive index on the propagation direction.
","quant-ph|physics.optics","2009-01-06 15:44:47","0901.0664v1","10.1103/PhysRevA.79.063818"
"30","Spatial entanglement using a quantum walk on a many-body system","Sandeep K. Goyal|C. M. Chandrashekar","  The evolution of a many-particle system on a one-dimensional lattice,
subjected to a quantum walk can cause spatial entanglement in the lattice
position, which can be exploited for quantum information/communication
purposes. We demonstrate the evolution of spatial entanglement and its
dependence on the quantum coin operation parameters, the number of particles
present in the lattice and the number of steps of quantum walk on the system.
Thus, spatial entanglement can be controlled and optimized using a
many-particle discrete-time quantum walk.
","quant-ph","2009-01-06 16:29:12","0901.0671v4","10.1088/1751-8113/43/23/235303"
"31","Independent Control of Scattering Lengths in Multicomponent Quantum
  Gases","Peng Zhang|Pascal Naidon|Masahito Ueda","  We develop a method of simultaneous and independent control of different
scattering lengths in ultracold multicomponent atomic gases, such as $
\mathrm{40}}$K or $^{\mathrm{40}} $K-$^{\mathrm{6}}$Li mixture. Our method can
be used to engineer multi-component quantum phases and Efimov trimer states.
","physics.atom-ph|cond-mat.other|quant-ph","2009-01-06 19:06:03","0901.0694v3","10.1103/PhysRevLett.103.133202"
"32","Three-Hilbert-Space Formulation of Quantum Mechanics","Miloslav Znojil","  In paper [Znojil M., Phys. Rev. D 78 (2008), 085003, 5 pages,
arXiv:0809.2874] the two-Hilbert-space (2HS, a.k.a. cryptohermitian)
formulation of Quantum Mechanics has been revisited. In the present
continuation of this study (with the spaces in question denoted as ${\cal
H}^{\rm (auxiliary)}$ and ${\cal H}^{\rm (standard)}$) we spot a weak point of
the 2HS formalism which lies in the double role played by ${\cal H}^{\rm
(auxiliary)}$. As long as this confluence of roles may (and did!) lead to
confusion in the literature, we propose an amended, three-Hilbert-space (3HS)
reformulation of the same theory. As a byproduct of our analysis of the
formalism we offer an amendment of the Dirac's bra-ket notation and we also
show how its use clarifies the concept of covariance in time-dependent cases.
Via an elementary example we finally explain why in certain quantum systems the
generator $H_{\rm (gen)}$ of the time-evolution of the wave functions may
differ from their Hamiltonian $H$.
","quant-ph|math-ph|math.MP","2009-01-06 19:42:37","0901.0700v1","10.3842/SIGMA.2009.001"
"33","Far-off resonance conditional phase-shifter using the ac-Stark shift","N. A. Proite|D. D. Yavuz","  We propose a simple technique that achieves a conditional phase shift of pi
radians between two weak lasers with energies at the 1000-photon level. The key
idea is to set up a V-system with two far-off resonant lasers by coupling the
ground state to two excited electronic states. The lasers interact through the
ac Stark shift of the ground state and thereby acquire a large conditional
phase shift.
","quant-ph|physics.optics","2009-01-07 01:54:31","0901.0742v1","10.1016/j.optcom.2009.05.031"
"34","Proper Versus Improper Mixtures: Towards a Quaternionic Quantum
  Mechanics","Fabio Masillo|Giuseppe Scolarici|Sandro Sozzo","  The density operators obtained by taking partial traces do not represent
proper mixtures of the subsystems of a compound physical system, but improper
mixtures, since the coefficients in the convex sums expressing them never bear
the ignorance interpretation. As a consequence, assigning states to these
subsystems is problematical in standard quantum mechanics (subentity problem).
Basing on the proposal provided in the SR interpretation of quantum mechanics,
where improper mixtures are considered as true nonpure states conceptually
distinct from proper mixtures, we show here that proper and improper mixtures
can be represented by different density operators in the quaternionic
formulation of quantum mechanics, hence they can be distinguished also from a
mathematical viewpoint. A simple example related to the quantum theory of
measurement is provided.
","quant-ph","2009-01-07 10:16:33","0901.0795v1","10.1007/s11232-009-0091-6"
"35","An improved approximation scheme for the centrifugal term and the
  Hulthen potential","Sameer M. Ikhdair","  We present a new approximation scheme for the centrifugal term to solve the
Schrodinger equation with the Hulthen potential for any arbitrary l state by
means of a mathematical Nikiforov-Uvarov (NU) method. We obtain the bound state
energy eigenvalues and the normalized corresponding eigenfunctions expressed in
terms of the Jacobi polynomials or hypergeometric functions for a particle
exposed to this potential field. Our numerical results of the energy
eigenvalues are found to be in high agreement with those results obtained by
using the program based on a numerical integration procedure. The s-wave (l=0)
analytic solution for the binding energies and eigenfunctions of a particle are
also calculated. The physical meaning of the approximate analytical solution is
discussed. The present approximation scheme is systematic and accurate.
","quant-ph","2009-01-07 10:28:48","0901.0801v1","10.1140/epja/i2008-10715-2"
"36","Continuum states in generalized Swanson models","A. Sinha|P. Roy","  A one-to-one correspondence is known to exist between the spectra of the
discrete states of the non Hermitian Swanson-type Hamiltonian $ H =
{\cal{A}}^{\dagger} {\cal{A}} + \alpha {\cal{A}} ^2 + \beta {\cal{A}}^{\dagger
2} $, ($\alpha \neq \beta $), and an equivalent Hermitian Schr\""{o}dinger
Hamiltonian $h$, the two Hamiltonians being related through a similarity
transformation. In this work we consider the continuum states of $h$, and
examine the nature of the corresponding states of $H$.
","quant-ph","2009-01-07 11:08:29","0901.0804v1",""
"37","Quantum memory as a perpetuum mobile? Stability v.s. reversibility of
  information processing","Robert Alicki","  It is argued using a Gedankenexperiment that a scalable quantum memory could
be used as a perpetuum mobile of the second kind and hence cannot be realized
in Nature. The reasoning is based on the assumption that the Landauer's
principle for measurements is a consequence of the second law of thermodynamics
and not an independent postulate. This implies a modification of the Landauer's
principle when applied for discrimination of equilibrium (metastable) states.
While identification of the metastable state can be done at the infinitesimally
low cost, a change of such a state involves dissipation of energy proportional
to its stability factor.
","quant-ph","2009-01-07 12:05:21","0901.0811v5",""
"38","The relevance of random choice in tests of Bell inequalities with atomic
  qubits","Emilio Santos","  It is pointed out that a loophole exists in experimental tests of Bell
inequality using atomic qubits, due to possible errors in the rotation angles
of the atomic states. A sufficient condition is derived for closing the
loophole.
","quant-ph","2009-01-07 12:17:59","0901.0812v1","10.1103/PhysRevA.79.044104"
"39","Topological phase in two flavor neutrino oscillations","Poonam Mehta","  We show that the phase appearing in neutrino flavor oscillation formulae has
a geometric and topological contribution. We identify a topological phase
appearing in the two flavor neutrino oscillation formula using Pancharatnam's
prescription of quantum collapses between non-orthogonal states. Such quantum
collapses appear naturally in the expression for appearance and survival
probabilities of neutrinos. Our analysis applies to neutrinos propagating in
vacuum or through matter. For the minimal case of two flavors with CP
conservation, our study shows for the first time that there is a geometric
interpretation of the neutrino oscillation formulae for the detection
probability of neutrino species.
","hep-ph|hep-th|quant-ph","2009-01-07 14:26:42","0901.0790v2","10.1103/PhysRevD.79.096013"
"40","Efficient routing of single photons by one atom and a microtoroidal
  cavity","Takao Aoki|A. S. Parkins|D. J. Alton|C. A. Regal|Barak Dayan|E. Ostby|K. J. Vahala|H. J. Kimble","  Single photons from a coherent input are efficiently redirected to a separate
output by way of a fiber-coupled microtoroidal cavity interacting with
individual Cesium atoms. By operating in an overcoupled regime for the
input-output to a tapered fiber, our system functions as a quantum router with
high efficiency for photon sorting. Single photons are reflected and excess
photons transmitted, as confirmed by observations of photon antibunching
(bunching) for the reflected (transmitted) light. Our photon router is robust
against large variations of atomic position and input power, with the observed
photon antibunching persisting for intracavity photon number 0.03 \lesssim n
\lesssim 0.7.
","quant-ph","2009-01-07 15:02:51","0901.0836v1","10.1103/PhysRevLett.102.083601"
"41","Entanglement and nonlocality of a single relativistic particle","Jacob Dunningham|Vlatko Vedral","  Recent work has argued that the concepts of entanglement and nonlocality must
be taken seriously even in systems consisting of only a single particle. These
treatments, however, are nonrelativistic and, if single particle entanglement
is fundamental, it should also persist in a relativistic description. Here we
consider a spin-1/2 particle in a superposition of two different velocities as
viewed by an observer in a different relativistically-boosted inertial frame.
We show that the entanglement survives right up to the speed of light and that
the boosted observer would see single-particle violations of Bell's inequality.
We also discuss how quantum gates could be implemented in this way and the
possible implications for quantum information processing.
","quant-ph","2009-01-07 15:10:04","0901.0844v1","10.1103/PhysRevA.80.044302"
"42","Classical and Quantum Mechanics from the universal Poisson-Rinehart
  algebra of a manifold","G. Morchio|F. Strocchi","  The Lie and module (Rinehart) algebraic structure of vector fields of compact
support over C infinity functions on a (connected) manifold M define a unique
universal non-commutative Poisson * algebra. For a compact manifold, a
(antihermitian) variable Z, central with respect to both the product and the
Lie product, relates commutators and Poisson brackets; in the non-compact case,
sequences of locally central variables allow for the addition of an element
with the same role.
  Quotients with respect to the (positive) values taken by Z* Z define
classical Poisson algebras and quantum observable algebras, with the Planck
constant given by -iZ. Under standard regularity conditions, the corresponding
states and Hilbert space representations uniquely give rise to classical and
quantum mechanics on M.
","quant-ph|math-ph|math.MP","2009-01-07 16:54:45","0901.0870v1","10.1016/S0034-4877(09)90018-0"
